Name,Forks,Watchers,Contributors,Commits,Branches,Open Issues,Closed Issues,Open PRs,Closed PRs,Stargazers,Size,Language,Has Issues,Has Projects,Has Downloads,Has Wiki,Has Pages,Has Discussions
fd,696,150,154,1266,6,75,666,15,538,27423,1740,Rust,True,False,True,False,False,True
awesome-shell,2258,775,263,650,1,30,19,52,374,27364,841,,True,True,True,True,False,False
layui,7160,972,41,1269,2,1,600,0,416,27361,9150,JavaScript,True,True,True,True,False,False
swc,978,148,219,7120,1,324,2337,22,4226,27309,271881,Rust,True,True,True,False,False,True
fastify,2013,292,628,3656,15,64,1639,17,2759,27279,6303,JavaScript,True,True,True,False,False,True
interactive-coding-challenges,4354,970,42,790,2,33,31,37,200,27273,7768,Python,True,True,True,True,False,False
algo,2251,469,168,1126,11,141,1407,14,667,27243,3091,Jinja,True,True,True,False,True,True
halo,8592,474,99,4252,12,255,2159,8,1374,27229,65594,Java,True,True,True,False,False,True
English-level-up-tips,3307,895,22,249,2,21,56,2,28,27208,140305,,True,True,True,True,True,True
particles.js,4756,557,14,235,2,292,102,56,54,27155,158,JavaScript,True,True,True,True,False,False
legacy-homebrew,11642,932,5700,63882,1,0,17034,0,33606,27125,70241,,True,False,False,False,False,False
cockroach,3430,708,586,80770,320,5748,46427,951,49996,27121,2532025,Go,True,True,True,True,False,True
llama.cpp,3894,300,156,553,18,224,416,43,535,27123,2433,C,True,True,True,True,False,True
calculator,4908,586,89,789,40,272,665,16,1017,27103,36106,C++,True,True,True,False,False,False
TrafficMonitor,2762,262,33,970,1,840,601,5,57,27096,14739,C++,True,True,True,True,False,True
openpose,7588,921,100,706,3,229,1643,15,230,27036,86471,C++,True,True,True,True,True,False
appsmith,2652,272,257,13091,1042,3238,10434,146,9380,27033,351398,TypeScript,True,True,True,False,True,False
slate,3134,306,539,4058,42,569,2440,24,2248,27005,21769,TypeScript,True,False,True,False,False,True
sqlmap,5264,1097,116,10069,3,57,4881,6,344,26983,83486,Python,True,True,True,True,True,False
lx-music-desktop,4452,323,8,1944,4,289,966,4,61,26981,31917,TypeScript,True,False,True,False,False,True
JCSprout,7155,1663,23,709,6,30,59,15,99,26963,1188,Java,True,True,True,True,True,False
underscore,5605,852,283,2830,7,30,1383,19,1532,26956,6910,JavaScript,True,True,True,True,True,False
lazydocker,959,233,59,755,10,91,161,17,175,26892,26458,Go,True,True,True,False,False,True
machine-learning-for-software-engineers,6151,1524,37,298,2,15,8,9,76,26877,437,,True,True,True,True,True,True
druid,8388,1734,211,6853,16,2477,1436,152,1182,26851,81442,Java,True,False,True,True,False,False
uppy,1853,332,370,9237,59,124,1900,26,2386,26846,382365,JavaScript,True,True,True,False,True,False
drone,2596,549,307,4058,18,57,1735,23,1403,26848,28900,Go,True,True,True,False,False,False
Sortable,3612,411,151,1080,24,402,1293,25,467,26819,2403,JavaScript,True,True,True,True,True,True
Daily-Interview-Question,3319,1038,6,252,1,256,298,0,23,26818,199,JavaScript,True,True,True,True,False,False
weui,6503,1532,23,695,6,43,614,7,261,26794,10515,HTML,True,True,True,True,True,False
Faker,3505,561,452,2632,5,76,494,158,1345,26724,10094,PHP,True,True,True,False,False,False
swr,1059,198,158,776,10,71,701,22,802,26682,3148,TypeScript,True,False,True,False,False,True
Charts,5826,606,150,1789,9,810,3345,94,801,26652,190655,Swift,True,True,True,True,False,False
modern-unix,671,420,11,76,1,56,11,29,20,26628,49,,True,True,True,True,False,True
hangzhou_house_knowledge,5419,1386,7,73,1,98,48,6,7,26615,868034,CSS,True,True,False,True,False,True
slidev,1020,124,112,1378,38,53,567,5,273,26578,72698,TypeScript,True,False,True,False,False,True
selenium,7548,1322,676,29659,26,161,8833,42,2868,26566,2020244,Java,True,True,True,True,True,False
lighthouse,9322,594,317,5675,446,569,8096,61,5423,26512,201855,JavaScript,True,True,False,False,True,True
jsPDF,4500,478,192,2267,276,129,2218,37,1193,26488,108123,JavaScript,True,True,True,False,True,False
pytorch-tutorial,7722,624,27,173,1,64,112,21,48,26488,13110,Python,True,True,True,True,False,False
JavaScript,4548,580,275,1733,2,4,168,34,1095,26488,2664,JavaScript,True,True,True,True,False,False
yuzu,2200,526,246,23740,1,1064,2628,35,6025,26530,84752,C++,True,True,True,True,False,False
mobx,1755,358,302,3211,19,28,1846,14,1215,26445,19247,TypeScript,True,False,True,True,True,True
OpenAPI-Specification,9045,849,213,1964,13,537,1463,27,1034,26437,3112,JavaScript,True,True,True,True,True,True
minikube,4582,490,815,21576,2,729,7811,62,7860,26411,208352,Go,True,True,True,False,False,False
consul,4304,954,850,19966,999,1066,4070,201,11881,26404,429119,Go,True,True,True,False,False,False
cheerio,1591,365,133,2548,3,12,1110,1,2037,26356,9438,TypeScript,True,True,True,True,True,True
nacos,11743,905,310,4606,45,216,6841,14,3279,26351,52987,Java,True,True,True,True,False,False
awesome-python-cn,7711,2083,33,213,2,10,17,10,72,26277,1584,Makefile,True,False,True,True,True,False
python-guide,5861,1401,419,2318,4,97,174,18,827,26260,6902,Batchfile,True,True,True,True,False,False
hutool,7095,610,230,4582,3,7,2291,2,755,26252,53976,Java,True,True,True,False,False,True
fiber,1313,264,301,3503,5,40,1079,6,1317,26239,217799,Go,True,True,True,False,True,False
gitflow,2687,593,37,401,4,234,125,85,133,26203,5251,Shell,True,True,True,True,True,False
waifu2x,2706,718,34,756,3,146,204,4,75,26186,709513,Lua,True,False,True,True,False,True
ResumeSample,9094,1030,3,26,1,,,2,8,26150,25,,False,True,True,True,False,False
zsh-autosuggestions,1724,176,47,530,11,112,430,31,163,26149,573,Shell,True,False,True,True,False,False
react-select,4045,223,422,4220,23,228,3207,65,1637,26122,19110,TypeScript,True,True,True,False,True,True
run,2146,376,78,1270,2,19,204,0,212,26120,410304,,True,False,True,True,False,True
spaCy,4119,551,647,15909,66,72,5330,38,3702,26111,191733,Python,True,False,True,False,False,True
rethinkdb,1885,789,143,33517,33,1335,5029,8,680,26080,282019,C++,True,False,True,True,False,False
angular-cli,12112,1027,571,10457,20,223,14056,14,10539,26077,125088,TypeScript,True,False,True,False,False,False
yapi,4604,533,80,5802,44,1479,902,71,219,26042,232820,JavaScript,True,False,True,False,False,False
photoprism,1474,314,142,7710,17,332,1435,35,595,25966,162683,Go,True,True,True,False,False,True
lede,18977,737,404,5965,1,548,7179,1,3110,25940,295374,C,True,True,True,True,False,True
vhr,10243,876,2,159,31,152,95,53,23,25893,8495,Java,True,True,True,True,False,False
miaosha,6687,804,9,248,2,2,76,1,68,25892,65695,Java,True,True,True,True,False,False
codemirror5,4998,651,860,7142,7,390,3754,26,2841,25872,19138,JavaScript,True,False,True,False,False,False
nps,4737,455,31,700,8,410,677,15,86,25764,9168,Go,True,True,True,True,True,False
Detectron,5511,954,35,143,2,303,619,23,77,25744,4492,Python,True,True,True,False,False,False
fetch,3199,636,75,656,6,18,614,0,301,25713,534,JavaScript,True,False,True,False,True,False
alist,3564,142,66,1492,13,99,2001,13,371,25702,2890,Go,True,True,True,True,False,True
canal,7227,1201,187,1557,11,925,3125,57,558,25701,18998,Java,True,True,True,True,True,False
nginxconfig.io,1889,291,49,293,5,42,171,0,206,25660,7162,JavaScript,True,False,True,False,True,False
react-spring,1137,196,164,3476,12,74,1085,10,500,25654,672440,TypeScript,True,True,True,False,False,True
mongoose,3736,493,771,19311,85,287,9842,7,3029,25651,108304,JavaScript,True,True,True,True,True,True
ace,5271,630,461,8453,43,110,2805,54,2056,25627,42018,JavaScript,True,True,True,True,True,True
request,3232,439,311,2270,17,76,2169,26,1149,25627,2290,JavaScript,True,False,True,False,False,False
butterknife,4676,1055,97,1016,4,97,1083,18,473,25619,3909,Java,True,False,True,False,True,False
echo,2144,523,255,1686,6,48,1283,19,875,25609,6120,Go,True,True,True,True,False,True
select2,6382,727,505,2654,6,77,4679,20,1471,25599,13998,JavaScript,True,False,True,False,True,False
spring-cloud-alibaba,7819,982,166,2437,12,417,1666,23,1184,25578,21687,Java,True,True,True,True,False,False
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,7755,1385,140,1119,3,152,88,47,271,25568,172065,Jupyter Notebook,True,True,True,True,True,False
gitbook,3789,737,100,2379,15,,,64,322,25564,8675,JavaScript,False,True,True,False,True,False
ray,4484,445,822,17295,343,2537,11275,247,20992,25562,307273,Python,True,True,True,True,False,False
SpringAll,7629,863,2,140,8,16,27,12,10,25562,1090,Java,True,True,True,True,False,False
How-To-Ask-Questions-The-Smart-Way,5331,416,49,342,1,8,21,1,102,25553,344,JavaScript,True,False,False,False,False,False
django-rest-framework,6584,613,1210,8680,17,73,3742,61,4465,25538,51134,Python,True,False,True,False,True,True
etcher,1875,432,85,3330,51,424,1622,15,1987,25536,97001,TypeScript,True,False,True,True,True,False
portainer,2170,469,226,3895,427,969,3969,166,3826,25494,72954,Go,True,True,True,False,True,False
trpc,876,87,281,3096,63,80,687,24,3008,25494,30175,TypeScript,True,True,True,False,False,True
AnotherRedisDesktopManager,2316,252,29,753,65,173,664,10,182,25483,5311,JavaScript,True,True,True,True,False,True
lapce,757,164,136,2612,26,576,768,55,912,25459,22590,Rust,True,True,True,True,False,True
Modernizr,3046,908,301,2613,9,166,1317,26,1195,25456,19310,JavaScript,True,False,True,True,True,True
influxdb,3370,741,454,35261,832,1696,11167,58,10942,25435,166156,Go,True,True,True,False,False,True
the-super-tiny-compiler,2753,475,18,13,1,,,12,47,25413,41,JavaScript,False,True,True,True,False,False
ChatGPT,4158,272,122,1469,3,0,748,0,328,25412,1596,Python,True,True,True,True,False,True
floating-ui,1491,253,76,1811,7,10,1092,6,967,25399,29051,TypeScript,True,True,True,True,False,True
AI-Expert-Roadmap,2207,900,9,67,2,13,44,1,14,25387,628,JavaScript,True,False,True,False,False,False
reverse-interview,1961,344,61,221,1,9,17,18,78,25376,272,,True,True,True,True,False,False
mattermost-server,6111,547,771,16796,538,641,6685,163,15695,25369,747643,TypeScript,True,False,True,False,False,True
fastjson,6522,1317,179,3983,24,1831,1669,171,683,25330,15513,Java,True,False,True,True,False,False
awesome-remote-job,2464,987,410,1068,3,6,39,2,777,25324,950,,True,True,True,True,False,False
clashX,3099,307,23,817,5,,,0,51,25297,37844,Swift,False,True,True,False,True,True
nprogress,1855,417,33,209,3,98,51,32,63,25284,722,JavaScript,True,True,True,True,True,False
css-protips,2021,688,40,360,2,5,49,14,95,25273,7304,,True,True,True,True,False,False
immer,833,154,178,1374,34,24,583,3,437,25263,5865,JavaScript,True,True,True,True,True,False
awesome-docker,2756,761,385,2904,2,0,116,0,945,25262,14434,,True,False,True,False,True,True
pytorch-image-models,4130,297,86,1891,54,56,664,15,328,25232,24806,Python,True,True,True,True,True,True
sharp,1234,230,183,1846,2,99,3190,2,370,25225,48210,JavaScript,True,False,True,False,False,False
nodemon,1714,262,160,1288,51,6,1586,5,504,25208,2442,JavaScript,True,False,True,True,False,False
rocksdb,5749,1004,710,11883,169,537,2296,345,8030,25202,204212,C++,True,True,True,True,True,False
vagrant,4375,743,1002,16449,94,641,8691,81,3668,25198,80299,Ruby,True,True,True,True,False,False
ChatGPT-Next-Web,19936,156,69,729,2,35,942,24,432,25192,4193,TypeScript,True,True,True,False,False,True
folly,5144,1036,723,11628,1,324,702,79,851,25137,44564,C++,True,True,True,True,False,False
data-science-ipython-notebooks,7574,1632,12,543,2,16,22,17,43,25064,49025,Python,True,True,True,True,False,False
proxyee-down,4541,968,9,475,14,,,1,34,25058,26862,Java,False,True,True,True,False,False
poetry,1966,186,467,2847,9,562,4390,95,2271,25022,17452,Python,True,True,True,False,False,True
handson-ml,13041,1097,39,509,3,119,432,17,104,25020,87254,Jupyter Notebook,True,True,True,True,False,False
vaultwarden,1268,206,118,2464,1,6,1592,7,726,25009,8254,Rust,True,False,True,True,False,True
os-tutorial,3122,815,12,147,1,64,98,49,50,24941,154,C,True,True,True,True,False,False
kit,2409,686,202,1529,9,35,520,6,638,24937,7382,Go,True,False,True,False,False,True
react-virtualized,3140,237,201,1988,25,440,736,62,564,24936,48092,JavaScript,True,True,True,True,True,False
kafka,12621,1078,1010,11168,49,,,1039,12679,24906,159131,Java,False,True,True,False,False,False
jq,1437,325,137,1354,17,686,1315,132,440,24880,6985,C,True,True,True,True,True,False
the_silver_searcher,1382,431,216,2057,55,419,407,123,567,24878,2426,C,True,True,True,True,True,False
detectron2,6738,366,190,1465,13,303,2981,71,539,24835,6246,Python,True,True,True,False,False,True
fabric.js,3257,469,285,4703,202,253,5422,78,2485,24801,169554,JavaScript,True,True,True,True,False,True
hacker-laws,1488,446,83,463,19,131,70,6,190,24781,2658,Shell,True,True,True,True,False,True
cmder,2030,572,138,1621,10,34,2178,5,558,24776,2937,C++,True,True,True,True,False,True
tqdm,1273,211,110,1940,40,344,569,100,413,24773,5874,Python,True,True,True,True,True,True
YouCompleteMe,2808,567,162,3090,10,10,3169,4,956,24761,38037,Python,True,True,True,True,True,False
handson-ml2,11891,635,71,915,1,191,295,6,121,24755,154110,Jupyter Notebook,True,True,True,True,False,False
serenity,2661,342,892,50265,1,607,2809,87,15263,24754,175069,C++,True,False,True,False,False,False
nylas-mail,1470,476,100,6116,3,980,2439,27,228,24737,87026,JavaScript,True,True,True,False,True,False
commander.js,1720,234,181,1201,11,12,961,1,901,24683,3172,JavaScript,True,True,True,True,True,False
streamlit,2165,288,171,5505,370,633,2623,29,3299,24646,264716,Python,True,True,True,True,False,False
toBeTopJavaer,5416,912,37,271,1,54,71,4,70,24637,8019,Java,True,True,True,True,True,False
linkedin-skill-assessments-quizzes,13135,349,1372,6044,1,67,662,2,4831,24604,132910,Python,True,True,True,False,True,False
fonts,3246,414,59,202,2,150,95,27,108,24589,20700,Shell,True,True,True,True,False,False
nushell,1223,166,479,7210,1,843,2988,33,4983,24588,36891,Rust,True,True,True,True,False,True
dokku,1791,355,474,8827,9,39,2500,5,3061,24586,14287,Shell,True,True,True,True,False,True
fastText,4594,853,50,382,5,449,608,87,169,24579,8292,HTML,True,True,True,False,True,False
DeepSpeed,2934,277,208,1526,549,717,895,136,1622,24581,39458,Python,True,True,True,False,True,True
SDWebImage,5889,809,262,3399,13,51,2152,3,1287,24570,21314,Objective-C,True,True,True,True,False,True
modern-js-cheatsheet,3012,638,70,160,1,8,40,1,87,24526,333,,True,True,True,True,True,False
python-fire,1391,381,58,287,16,115,170,27,135,24518,6468,Python,True,True,False,False,True,False
remote-jobs,2610,887,741,2259,3,13,132,35,1419,24492,3558,JavaScript,True,True,True,True,False,True
awesome-deep-learning-papers,4508,1986,32,168,1,15,11,19,54,24471,147,TeX,True,True,True,True,False,False
RSSHub,5132,333,787,9140,7,259,4121,11,7987,24464,99884,JavaScript,True,True,True,True,True,True
ngx-admin,7786,897,35,548,36,403,1317,66,903,24457,67208,TypeScript,True,False,True,False,True,False
C-Plus-Plus,6292,492,302,1614,6,9,248,19,2169,24355,93371,C++,True,True,True,False,True,True
EventBus,4684,1054,22,550,11,97,476,45,86,24346,1742,Java,True,True,True,True,True,False
helm,6669,522,598,6868,47,285,6814,333,4570,24295,19940,Go,True,True,True,True,False,False
Clone-Wars,2105,470,83,331,5,5,67,18,124,24293,1885,,True,True,True,True,True,True
xxl-job,10071,950,58,1723,14,1015,1735,133,296,24287,32974,Java,True,True,True,True,False,False
awesome-electron,1984,776,288,552,1,0,41,3,651,24266,507,,True,False,True,False,False,True
ChatGLM-6B,2984,275,42,331,4,301,581,27,70,24281,8582,Python,True,True,True,False,False,False
JavaScript30,32535,682,117,392,1,,,37,557,24255,46925,HTML,False,True,True,True,False,False
ShareX,2858,526,215,7712,2,551,5262,7,1024,24235,63776,C#,True,False,True,False,False,False
engineering-blogs,909,936,335,1717,3,13,74,89,936,24188,1350,Ruby,True,True,True,True,False,False
SmartRefreshLayout,4924,522,8,1127,5,280,1204,1,26,24185,273479,Java,True,True,True,True,False,False
go-zero,3424,301,210,2014,2,245,1005,62,1874,24165,19850,Go,True,True,True,False,False,True
darknet,21423,906,8,455,3,1789,547,163,96,24162,6526,C,True,True,True,True,False,False
30-Days-Of-Python,5217,682,10,392,4,72,33,128,130,24161,29623,Python,True,True,True,True,False,False
mmdetection,8646,369,392,2539,16,642,6367,116,2761,24165,53337,Python,True,True,True,True,False,True
applied-ml,3366,904,44,466,2,3,19,3,220,24151,493,,True,True,True,True,False,False
xgboost,8584,915,581,6349,17,321,4481,45,4302,24132,26573,C++,True,True,True,True,False,False
jsoncrack.com,1286,119,23,1080,7,42,138,7,100,24044,25557,TypeScript,True,True,True,False,True,True
iview,4215,754,157,3031,35,1113,4470,112,956,24009,32725,Vue,True,True,True,True,False,False
lottie-ios,3507,470,199,1188,4,21,1212,0,726,23999,204032,Swift,True,False,True,False,False,True
angular-styleguide,4245,1353,184,1136,3,63,361,17,427,23994,4140,,True,True,True,False,False,False
linux-command,5062,536,138,1127,5,56,97,4,337,23955,2166322,Markdown,True,True,True,True,True,False
iris,2478,696,102,2645,3,83,840,1,431,23950,16063,Go,True,True,True,False,False,True
fastai,7388,614,226,2659,1,147,1572,12,2164,23902,853920,Jupyter Notebook,True,True,True,True,False,False
ClashForAndroid,2681,399,10,216,3,135,891,10,58,23896,3201,Kotlin,True,True,True,True,False,True
pipenv,1841,361,405,8304,37,194,3735,13,1674,23848,252093,Python,True,True,True,True,False,True
swagger-ui,8675,656,497,5616,20,916,4187,45,3353,23848,461819,JavaScript,True,True,True,True,False,True
ItChat,5463,896,17,188,2,250,612,16,91,23821,955,Python,True,True,True,True,False,False
xstate,1095,185,317,5242,159,100,1071,110,1571,23776,156048,TypeScript,True,True,True,False,True,True
emscripten,3077,596,715,25513,229,1304,6894,244,10604,23743,266450,C,True,True,True,True,False,True
weekly,2804,1568,71,959,2,1,337,0,141,23741,8662,JavaScript,True,True,True,True,False,False
seata,8466,854,266,1671,31,681,2513,113,2225,23734,14319,Java,True,True,True,True,False,True
mongo,5516,1223,663,72680,118,,,70,1451,23726,967102,C++,False,True,True,True,False,False
bevy,2391,264,688,4228,26,1019,2039,419,4258,23725,68988,Rust,True,True,True,False,True,True
alpine,1052,209,231,1911,63,0,587,6,745,23718,7386,HTML,True,False,True,False,False,True
Complete-Python-3-Bootcamp,78907,2647,3,67,1,106,204,78,124,23711,37125,Jupyter Notebook,True,True,True,True,False,False
plyr,2818,417,181,2294,3,794,1194,26,508,23688,65827,JavaScript,True,False,True,False,False,True
NewPipe,2657,581,794,10698,3,1175,6774,59,1905,23683,68262,Java,True,True,True,True,False,False
CheatSheetSeries,3417,547,335,1573,3,33,308,2,761,23673,1306031,Python,True,True,True,False,True,False
stanford_alpaca,3392,303,7,37,1,134,84,18,26,23673,9364,Python,True,True,True,True,False,False
pnpm,711,130,205,8287,154,1110,2206,22,2460,23661,134786,TypeScript,True,True,True,False,False,True
devtools,4100,520,125,2082,15,433,1104,38,383,23628,14787,TypeScript,True,True,True,False,False,True
Signal-Android,5770,904,275,12324,4,265,9907,9,2665,23623,960740,Java,True,False,True,True,False,False
react-native-elements,4535,377,381,2389,10,63,1980,13,1596,23619,163385,TypeScript,True,True,True,False,True,True
BaseRecyclerViewAdapterHelper,5028,571,37,1423,8,537,2929,18,264,23556,65316,Kotlin,True,True,True,True,False,False
hammer.js,2656,533,87,1199,9,273,763,34,216,23531,10221,JavaScript,True,True,True,True,False,False
Depix,2901,394,10,54,3,,,1,27,23510,847,Python,False,True,True,False,False,False
quasar,3183,473,639,13043,12,377,6847,97,4312,23498,279360,JavaScript,True,True,True,False,False,True
Vundle.vim,2591,704,63,629,16,163,551,44,198,23494,935,Vim script,True,True,True,True,True,False
numpy,8104,585,1479,32309,28,1985,9449,176,12105,23495,124594,Python,True,True,True,True,False,False
fe-interview,3152,656,6,1619,2,5361,24,3,14,23495,6656,JavaScript,True,True,True,True,False,False
Python-programming-exercises,6598,824,2,25,1,61,11,93,20,23493,778,,True,True,True,True,False,False
components,6513,929,672,10708,91,1762,12330,158,12731,23491,100363,TypeScript,True,True,True,True,False,True
nsq,2858,841,124,2258,2,51,575,13,793,23452,13989,Go,True,False,True,False,False,False
docsify,5568,264,175,1679,43,200,969,58,746,23451,26436,JavaScript,True,True,True,True,True,True
feather,1210,264,39,643,26,378,231,107,469,23450,15559,JavaScript,True,True,True,True,False,False
YesPlayMusic,3456,204,54,651,5,444,1108,4,361,23438,48244,Vue,True,True,True,True,False,True
rollup,1344,259,347,5260,16,432,2608,18,1918,23434,25374,JavaScript,True,True,True,True,False,True
tools,670,191,213,4150,33,79,1256,11,2922,23426,143558,Rust,True,True,False,False,False,True
aos,2430,314,20,259,15,306,352,27,109,23414,1465,JavaScript,True,True,True,True,True,False
remix,1910,216,544,3992,34,221,1345,94,2892,23408,36883,TypeScript,True,False,True,False,False,True
awesome-compose,4427,372,63,267,11,54,33,53,210,23408,6066,HTML,True,False,True,False,False,False
professional-programming,2017,641,26,355,1,0,17,2,42,23379,4628,Python,True,True,True,True,False,False
Hystrix,4699,1668,109,2109,10,342,681,52,753,23372,9784,Java,True,True,True,True,True,False
dnSpy,4571,958,69,3932,1,,,0,83,23324,35047,C#,False,False,True,True,False,False
RxSwift,4072,540,343,3664,20,14,1193,6,1277,23318,16237,Swift,True,True,True,True,False,False
flutter-go,3786,661,19,754,19,,,5,185,23309,117712,Dart,False,False,True,False,False,False
mdb-ui-kit,3538,786,108,1465,5,8,1160,1,335,23303,49191,SCSS,True,True,True,True,True,False
Web,5929,658,1,816,1,45,136,10,67,23302,7285,,True,True,True,True,False,False
docz,1502,183,135,1609,6,107,1136,0,485,23264,10072,TypeScript,True,True,True,False,False,True
awesome-swift,3041,914,614,3918,2,1,129,1,1670,23263,6931,Ruby,True,True,True,False,True,False
pkg,992,271,68,1135,8,45,1325,12,270,23251,41256,JavaScript,True,False,True,True,False,True
gitlabhq,5735,986,1969,110447,2200,,,13,3608,23248,1453378,Ruby,False,False,True,False,False,False
eShopOnContainers,9930,1491,165,4199,31,30,1204,14,798,23200,659359,C#,True,True,True,True,False,True
devise,5563,479,554,3823,26,135,4025,66,1340,23186,5785,Ruby,True,False,True,True,True,False
go,6168,1592,41,411,4,2,46,30,110,23153,1378,,True,True,True,True,True,False
redash,4020,591,392,7314,223,520,1772,261,3403,23137,27933,Python,True,True,True,False,True,True
pocketbase,925,156,33,682,5,37,662,0,124,23137,32912,Go,True,True,True,False,False,True
jax,2151,306,504,16065,324,1147,3032,286,9611,23131,78737,Python,True,False,True,False,False,True
discord.js,3832,439,462,7538,13,84,3603,52,5076,23099,42764,TypeScript,True,True,True,False,False,True
ink,562,109,100,549,11,35,268,4,262,23076,1631,TypeScript,True,True,True,False,False,True
k3s,2047,283,1817,2749,26,187,4024,30,2786,23076,580099,Go,True,True,True,True,False,True
lightning,2886,231,846,9254,156,595,5513,47,8847,23063,125335,Python,True,True,True,False,False,True
rufus,2270,544,120,2038,7,12,2022,0,189,23058,36082,C,True,True,True,True,True,False
iTerm2-Color-Schemes,6439,345,172,681,2,17,82,1,305,23052,138907,Shell,True,True,True,False,True,False
Mask_RCNN,11442,590,42,203,1,1832,837,115,164,23047,122597,Python,True,True,True,True,False,False
taichi,2187,396,220,10596,232,667,1746,39,5482,23040,58251,C++,True,True,True,True,False,True
faas,1848,495,161,2110,4,27,793,3,912,23038,28329,Go,True,False,True,False,False,False
servo,2710,498,1137,45523,135,3405,8410,73,17763,23027,1307670,,True,True,True,True,False,True
CodeHub,657,6662,10,593,7,234,406,3,21,22997,75636,C#,True,False,True,True,True,False
pure,2533,745,71,871,3,3,570,3,539,22989,5173,JavaScript,True,False,True,False,False,True
ramda,1462,271,315,2987,2,132,1469,26,1709,22975,8491,JavaScript,True,True,True,True,False,True
streisand,2037,631,139,1424,7,211,929,27,622,22970,4116,Shell,True,True,True,True,False,False
spacemacs,4947,503,1172,12580,24,334,8020,45,7526,22962,61436,Emacs Lisp,True,True,True,True,False,True
awesome-sysadmin,2863,1304,141,515,2,72,26,191,301,22943,592,,True,True,True,True,True,False
coder2gwy,3394,358,3,58,1,117,26,1,3,22943,520,,True,False,True,False,False,False
ngrok,4254,669,24,328,4,220,610,14,65,22919,858,Go,True,True,True,False,False,False
hosts,1985,564,132,3412,1,47,1602,3,600,22913,685653,Python,True,True,True,True,False,True
viper,1880,250,145,571,7,367,424,97,545,22914,1301,Go,True,True,True,True,False,True
Wox,2377,533,108,2753,6,987,2413,14,452,22889,98270,C#,True,False,True,True,False,False
HowToLiveLonger,1563,204,7,58,1,79,35,8,15,22948,70,,True,True,True,True,False,False
PhotoSwipe,3334,545,70,697,4,595,1177,0,223,22857,30540,JavaScript,True,True,True,True,False,True
editor.js,1767,228,63,707,57,431,803,49,905,22836,20326,TypeScript,True,True,True,False,False,True
vapor,1409,532,227,5700,22,97,1467,22,1364,22813,16637,Swift,True,False,True,False,False,False
architecture-components-samples,8326,897,64,636,27,147,537,42,330,22792,21556,Kotlin,True,True,False,False,False,False
glances,1376,496,151,4870,12,193,1448,2,669,22790,38290,Python,True,True,True,True,True,True
react-redux,3346,419,279,1139,4,15,1198,3,729,22784,7514,TypeScript,True,False,True,False,False,True
coc.nvim,917,129,238,5640,18,36,3100,16,1117,22747,68785,TypeScript,True,False,True,True,False,True
apollo,9197,1116,306,19204,32,499,3461,87,10857,22729,3179449,C++,True,False,True,True,True,False
eslint,4131,316,949,8910,56,111,9498,16,6710,22677,39163,JavaScript,True,True,True,False,False,True
croc,980,243,79,1757,35,98,274,17,173,22673,24647,Go,True,False,True,False,False,False
logrus,2235,318,256,1229,13,3,657,69,650,22629,980,Go,True,True,True,True,False,False
90DaysOfDevOps,5346,510,91,1542,3,5,67,5,312,22605,301007,Shell,True,True,True,True,True,True
netron,2470,289,1,6773,2,26,906,1,163,22570,48146,JavaScript,True,False,True,False,True,False
sails,1974,650,239,7161,79,490,5849,74,852,22566,13135,JavaScript,True,False,True,False,True,False
tachiyomi,2494,575,570,5791,1,431,6738,18,2179,22558,52743,Kotlin,True,False,True,False,False,True
algorithms,4478,641,193,954,4,56,100,144,601,22550,1452,Python,True,True,True,True,False,False
GitHubDaily,2595,1081,3,87,1,127,154,2,9,22542,2855,,True,True,True,True,False,False
server,3508,560,875,67647,720,2054,13875,391,20840,22540,3289509,PHP,True,True,True,True,True,False
react-three-fiber,1299,199,183,2399,14,46,795,12,588,22535,23446,TypeScript,True,True,True,False,False,True
mostly-adequate-guide,1841,562,169,853,2,71,203,16,351,22531,5412,JavaScript,True,True,True,True,False,False
guzzle,2387,455,351,3634,5,10,1792,5,1322,22517,9953,PHP,True,False,True,False,False,False
annotated_deep_learning_paper_implementations,2408,299,18,706,2,16,71,2,78,22511,149690,Jupyter Notebook,True,True,True,True,True,True
spleeter,2463,374,15,530,18,173,554,22,89,22499,9823,Python,True,True,True,True,False,False
NativeScript,1631,671,225,7242,103,917,5645,31,3471,22498,116148,TypeScript,True,True,True,True,False,True
Awesome,2211,710,138,523,2,46,79,73,292,22485,683,,True,True,True,True,False,False
cascadia-code,740,247,16,196,3,113,457,4,90,22485,19187,Python,True,True,True,True,False,False
v2ray-core,3598,405,132,6357,23,44,713,31,896,22490,68205,Go,True,True,True,False,False,True
ember.js,4296,874,818,22188,66,375,6277,93,10041,22450,78470,JavaScript,True,True,True,False,False,False
octotree,1876,380,66,718,1,37,719,0,385,22446,82923,JavaScript,True,False,True,False,False,True
redux-saga,2037,256,321,1939,11,17,1455,3,870,22445,8916,JavaScript,True,True,True,True,True,True
awesome-vscode,1176,489,186,701,3,20,25,45,279,22424,10573,JavaScript,True,True,True,True,True,False
idiomatic.js,3184,914,90,504,5,33,48,20,155,22421,1237,,True,True,True,True,False,False
react-navigation,4901,327,176,2627,44,616,8435,26,1646,22415,60950,TypeScript,True,True,True,False,False,True
hub,2370,591,243,3329,17,242,1780,47,773,22415,7319,Go,True,True,False,False,True,False
